Leaving Date,Leaving Reason,Start Date,Division Name,Job Title,Grade Code,Position Reference,FTE,Staff Category,Contract Type,Division Name,Faculty Name,School Name,Subject Group Name,Salary
05/12/2023,Non Staff End Date,01/08/2023,NS-Deputy Vice-Chancellor,Visitor,,CHR21777,0,Professional,Non Staff,NS-Deputy Vice-Chancellor,NS-Faculty of Health Sciences,NS-Hull York Medical School,NS-Centre for Biomedicine,
09/12/2023,Non Staff End Date,09/12/2020,NS-Deputy Vice-Chancellor,NHS Staff,,CHRNS0400,0,Academic,Non Staff,NS-Deputy Vice-Chancellor,NS-Faculty of Health Sciences,NS-Hull York Medical School,NS-Centre for Clinical Sciences,
12/12/2023,Non Staff End Date,01/03/2023,NS-Chief Operating Officer,Student on Placement/Work Experience,,CHRNS0883,0,Academic,Non Staff,NS-Chief Operating Officer,NS-Research Commercialisation and Knowledge Exchange Services,NS-Knowledge Exchange,NS-Knowledge Exchange,
13/12/2023,Resigned,27/05/2020,Deputy Vice-Chancellor,Lecturer in Nursing,HU08,CHR16286,1,Academic,Continuing,Deputy Vice-Chancellor,Faculty of Health Sciences,School of Nursing and Midwifery,Nursing and Midwifery,48350
14/12/2023,Non Staff End Date,14/12/2022,NS-Deputy Vice-Chancellor,Visiting Academic,,CHRNS0727,0,Academic,Non Staff,NS-Deputy Vice-Chancellor,NS-Faculty of Science and Engineering,NS-School of Engineering,NS-Mechanical Engineering,
15/12/2023,Contract Expired,18/09/2023,Deputy Vice-Chancellor,Lecturer in Drama and Theatre Practice,HU07,CHR21308,0.5,Academic,Temporary,Deputy Vice-Chancellor,Faculty of Arts Cultures and Education,School of The Arts,Drama,38205
15/12/2023,Non Staff End Date,15/12/2020,NS-Research and Enterprise,Contract or Agency Staff working alongside UOH Staff,,CHRNS0057,0,Professional,Non Staff,NS-Research and Enterprise,NS-Institutes,NS-Energy and Environmental Institute,NS-Energy and Environment Institute,
16/12/2023,Contract Expired,10/10/2022,Deputy Vice-Chancellor,KTP Associate,HU06,CHR13771,1,Academic,Fixed Term,Deputy Vice-Chancellor,Faculty of Science and Engineering,School of Computer Science,Computer Science,31396
16/12/2023,Contract Expired,18/09/2023,Deputy Vice-Chancellor,Research Associate,HU06,CHR14637,1,Academic,Fixed Term,Deputy Vice-Chancellor,Faculty of Health Sciences,School of Psychology and Social Work,Psychology,31396
22/12/2023,Resigned,12/04/2021,Deputy Vice-Chancellor,Lecturer/Practitioner in Midwifery,HU07,CHR13441,0.6,Academic,Continuing,Deputy Vice-Chancellor,Faculty of Health Sciences,School of Nursing and Midwifery,Nursing and Midwifery,40521
22/12/2023,Retired,11/11/2002,Deputy Vice-Chancellor,Lecturer,HU08,CHRDHU015,0.2,Academic,Continuing,Deputy Vice-Chancellor,"Faculty of Business, Law and Politics",Hull University Business School,Marketing Management and Business Strategy,54395
22/12/2023,Non Staff End Date,13/03/2023,NS-Chief Operating Officer,Business Visitor,,CHRNS0875,0,Professional,Non Staff,NS-Chief Operating Officer,NS-Infrastructure Services,NS-Projects,NS-Projects,
23/12/2023,Non Staff End Date,22/09/2023,NS-Education,Recognised Teacher,,CHR22164,0,Professional,Non Staff,NS-Education,NS-Education,NS-Quality Support Services,NS-Quality Support Services,
23/12/2023,Non Staff End Date,01/09/2018,NS-Deputy Vice-Chancellor,Recognised Teacher,,CHRNS1730,0,Academic,Non Staff,NS-Deputy Vice-Chancellor,NS-Faculty of Health Sciences,NS-Faculty of Health Sciences Office,NS-Faculty of Health Sciences Office,
23/12/2023,Non Staff End Date,01/09/2021,NS-Deputy Vice-Chancellor,Recognised Teacher,,CHRNS1816,0,Academic,Non Staff,NS-Deputy Vice-Chancellor,"NS-Faculty of Business, Law and Politics",NS-Faculty of Business Law and Politics Office,NS-Faculty of Business Law and Politics Office,
23/12/2023,Non Staff End Date,01/09/2021,NS-Deputy Vice-Chancellor,Recognised Teacher,,CHRNS1026,0,Academic,Non Staff,NS-Deputy Vice-Chancellor,NS-Faculty of Arts Cultures and Education,NS-Faculty of Arts Cultures and Education Office,NS-Faculty of Arts Cultures and Education Office,
23/12/2023,Non Staff End Date,01/09/2021,NS-Deputy Vice-Chancellor,Recognised Teacher,,CHRNS1787,0,Academic,Non Staff,NS-Deputy Vice-Chancellor,"NS-Faculty of Business, Law and Politics",NS-Faculty of Business Law and Politics Office,NS-Faculty of Business Law and Politics Office,
23/12/2023,Non Staff End Date,01/09/2021,NS-Deputy Vice-Chancellor,Recognised Teacher,,CHRNS1824,0,Academic,Non Staff,NS-Deputy Vice-Chancellor,NS-Faculty of Arts Cultures and Education,NS-Faculty of Arts Cultures and Education Office,NS-Faculty of Arts Cultures and Education Office,
23/12/2023,Non Staff End Date,01/09/2022,NS-Deputy Vice-Chancellor,Recognised Teacher,,CHRNS1949,0,Academic,Non Staff,NS-Deputy Vice-Chancellor,NS-Faculty of Science and Engineering,NS-Faculty of Science and Engineering Office,NS-Faculty of Science and Engineering Office,
23/12/2023,Non Staff End Date,01/09/2022,NS-Deputy Vice-Chancellor,Recognised Teacher,,CHRNS1948,0,Academic,Non Staff,NS-Deputy Vice-Chancellor,NS-Faculty of Science and Engineering,NS-Faculty of Science and Engineering Office,NS-Faculty of Science and Engineering Office,
23/12/2023,Non Staff End Date,30/09/2009,NS-Deputy Vice-Chancellor,Recognised Teacher,,CHRNS1085,0,Academic,Non Staff,NS-Deputy Vice-Chancellor,NS-Faculty of Arts Cultures and Education,NS-Faculty of Arts Cultures and Education Office,NS-Faculty of Arts Cultures and Education Office,
23/12/2023,Non Staff End Date,01/09/2022,NS-Deputy Vice-Chancellor,Recognised Teacher,,CHRNS1965,0,Academic,Non Staff,NS-Deputy Vice-Chancellor,NS-Faculty of Health Sciences,NS-Faculty of Health Sciences Office,NS-Faculty of Health Sciences Office,
23/12/2023,Non Staff End Date,12/06/2023,NS-Deputy Vice-Chancellor,Recognised Teacher,,CHRNS1053,0,Professional,Non Staff,NS-Deputy Vice-Chancellor,NS-Faculty of Arts Cultures and Education,NS-Faculty of Arts Cultures and Education Office,NS-Faculty of Arts Cultures and Education Office,
23/12/2023,Non Staff End Date,12/06/2023,NS-Deputy Vice-Chancellor,Recognised Teacher,,CHRNS1052,0,Professional,Non Staff,NS-Deputy Vice-Chancellor,NS-Faculty of Arts Cultures and Education,NS-School of Education,NS-Education Studies,
23/12/2023,Non Staff End Date,01/09/2021,NS-Deputy Vice-Chancellor,Recognised Teacher,,CHRNS1805,0,Academic,Non Staff,NS-Deputy Vice-Chancellor,"NS-Faculty of Business, Law and Politics",NS-Faculty of Business Law and Politics Office,NS-Faculty of Business Law and Politics Office,
23/12/2023,Non Staff End Date,09/10/2017,NS-Deputy Vice-Chancellor,Recognised Teacher,,CHRNS1450,0,Academic,Non Staff,NS-Deputy Vice-Chancellor,NS-Faculty of Arts Cultures and Education,NS-Faculty of Arts Cultures and Education Office,NS-Faculty of Arts Cultures and Education Office,
23/12/2023,Non Staff End Date,21/10/2019,NS-Deputy Vice-Chancellor,Recognised Teacher,,CHRNS1620,0,Academic,Non Staff,NS-Deputy Vice-Chancellor,"NS-Faculty of Business, Law and Politics",NS-Faculty of Business Law and Politics Office,NS-Faculty of Business Law and Politics Office,
23/12/2023,Non Staff End Date,15/09/2021,NS-Deputy Vice-Chancellor,Recognised Teacher,,CHRNS1831,0,Academic,Non Staff,NS-Deputy Vice-Chancellor,"NS-Faculty of Business, Law and Politics",NS-Faculty of Business Law and Politics Office,NS-Faculty of Business Law and Politics Office,
23/12/2023,Non Staff End Date,15/09/2021,NS-Deputy Vice-Chancellor,Recognised Teacher,,CHRNS1830,0,Academic,Non Staff,NS-Deputy Vice-Chancellor,NS-Faculty of Arts Cultures and Education,NS-Faculty of Arts Cultures and Education Office,NS-Faculty of Arts Cultures and Education Office,
23/12/2023,Non Staff End Date,09/03/2022,NS-Deputy Vice-Chancellor,Recognised Teacher,,CHR20643,0,Professional,Non Staff,NS-Deputy Vice-Chancellor,"NS-Faculty of Business, Law and Politics",NS-Faculty of Business Law and Politics Office,NS-Faculty of Business Law and Politics Office,
23/12/2023,Non Staff End Date,01/12/2016,NS-Deputy Vice-Chancellor,Recognised Teacher,,CHRNS1359,0,Academic,Non Staff,NS-Deputy Vice-Chancellor,NS-Faculty of Arts Cultures and Education,NS-School of Education,NS-Education Studies,
23/12/2023,Non Staff End Date,06/05/2021,NS-Deputy Vice-Chancellor,Recognised Teacher,,CHRNS1776,0,Academic,Non Staff,NS-Deputy Vice-Chancellor,NS-Faculty of Health Sciences,NS-Faculty of Health Sciences Office,NS-Faculty of Health Sciences Office,
23/12/2023,Non Staff End Date,01/11/2020,NS-Deputy Vice-Chancellor,Recognised Teacher,,CHRNS1718,0,Academic,Non Staff,NS-Deputy Vice-Chancellor,NS-Faculty of Arts Cultures and Education,NS-Faculty of Arts Cultures and Education Office,NS-Faculty of Arts Cultures and Education Office,
23/12/2023,Non Staff End Date,01/11/2020,NS-Deputy Vice-Chancellor,Recognised Teacher,,CHRNS1717,0,Academic,Non Staff,NS-Deputy Vice-Chancellor,NS-Faculty of Arts Cultures and Education,NS-Faculty of Arts Cultures and Education Office,NS-Faculty of Arts Cultures and Education Office,
23/12/2023,Non Staff End Date,01/09/2022,NS-Deputy Vice-Chancellor,Recognised Teacher,,CHRNS1987,0,Academic,Non Staff,NS-Deputy Vice-Chancellor,"NS-Faculty of Business, Law and Politics",NS-Faculty of Business Law and Politics Office,NS-Faculty of Business Law and Politics Office,
23/12/2023,Non Staff End Date,01/09/2021,NS-Deputy Vice-Chancellor,Recognised Teacher,,CHRNS1808,0,Academic,Non Staff,NS-Deputy Vice-Chancellor,"NS-Faculty of Business, Law and Politics",NS-Faculty of Business Law and Politics Office,NS-Faculty of Business Law and Politics Office,
23/12/2023,Non Staff End Date,20/03/2009,NS-Deputy Vice-Chancellor,Recognised Teacher,,CHRNS1077,0,Academic,Non Staff,NS-Deputy Vice-Chancellor,NS-Faculty of Arts Cultures and Education,NS-School of Education,NS-Education Studies,
23/12/2023,Non Staff End Date,03/01/2019,NS-Deputy Vice-Chancellor,Recognised Teacher,,CHRNS1590,0,Academic,Non Staff,NS-Deputy Vice-Chancellor,NS-Faculty of Health Sciences,NS-Faculty of Health Sciences Office,NS-Faculty of Health Sciences Office,
23/12/2023,Non Staff End Date,01/09/2020,NS-Deputy Vice-Chancellor,Recognised Teacher,,CHRNS1119,0,Academic,Non Staff,NS-Deputy Vice-Chancellor,NS-Faculty of Arts Cultures and Education,NS-Faculty of Arts Cultures and Education Office,NS-Faculty of Arts Cultures and Education Office,
23/12/2023,Non Staff End Date,08/11/2021,NS-Deputy Vice-Chancellor,Recognised Teacher,,CHRNS1872,0,Academic,Non Staff,NS-Deputy Vice-Chancellor,NS-Faculty of Science and Engineering,NS-Faculty of Science and Engineering Office,NS-Faculty of Science and Engineering Office,
23/12/2023,Non Staff End Date,04/07/2022,NS-Central,Student Union Staff,,CHRNS0589,0,Professional,Non Staff,NS-Central,NS-External Organisations,NS-Student Union,NS-Student Union,
28/12/2023,Non Staff End Date,01/08/2018,NS-Deputy Vice-Chancellor,Visiting Academic,,CHRNS0803,0,Academic,Non Staff,NS-Deputy Vice-Chancellor,NS-Faculty of Science and Engineering,NS-School of Computer Science,NS-Computer Science,
28/12/2023,Non Staff End Date,23/12/2022,NS-Deputy Vice-Chancellor,Visiting Academic,,CHRNS0823,0,Academic,Non Staff,NS-Deputy Vice-Chancellor,NS-Faculty of Science and Engineering,NS-School of Computer Science,NS-Computer Science,
29/12/2023,Contract Expired,01/10/2021,Deputy Vice-Chancellor,Benthic Analyst,HU03,CHR21578,1,Professional,Fixed Term,Deputy Vice-Chancellor,Faculty of Science and Engineering,School of Environmental Sciences,Marine Science,23144
29/12/2023,Resigned,03/06/2023,NS-Central,Student Union Staff,,CHR21276,0,Professional,Non Staff,NS-Central,NS-External Organisations,NS-Student Union,NS-Student Union,
29/12/2023,Resigned,23/01/2023,Chief Financial Officer,Fitness Coach,HU04,CHR13815,1,Professional,Continuing,Chief Financial Officer,Commercial Services,Hull Sport,Hull Sport,25138
29/12/2023,Resigned,23/01/2023,Chief Financial Officer,General Assistant,HU01,CHR21673,0,Professional,Short Term Occasional Worker,Chief Financial Officer,Commercial Services,Hull Sport,Hull Sport,
29/12/2023,Non Staff End Date,01/07/2021,NS-Chief Operating Officer,Contract or Agency Staff working alongside UOH Staff,,CHRNS0393,0,Professional,Non Staff,NS-Chief Operating Officer,NS-Infrastructure Services,NS-Technology Services,NS-Student Information Systems Team,
31/12/2023,Non Staff End Date,31/05/2022,NS-Research and Enterprise,Tenant Company,,CHRNS0571,0,Professional,Non Staff,NS-Research and Enterprise,NS-Doctoral College,NS-Doctoral College,NS-Doctoral College,
31/12/2023,Voluntary Redundancy,25/11/2013,Chief Financial Officer,Assistant Finance Manager,HU06,CHR10869,0.82,Professional,Continuing,Chief Financial Officer,Finance Directorate,Finance Directorate,Finance Office,37099
31/12/2023,Contract Expired,01/02/2022,Deputy Vice-Chancellor,Research Laboratory Technician,HU05,CHR14257,1,Professional,Fixed Term,Deputy Vice-Chancellor,Faculty of Health Sciences,Hull York Medical School,Centre for Biomedicine,22847
31/12/2023,Contract Expired,02/08/2021,Chief Operating Officer,Sparkfund Audit and Compliance Officer,HU05,CHR14993,1,Professional,Fixed Term,Chief Operating Officer,Research Commercialisation and Knowledge Exchange Services,Spark Fund,Spark Fund,27979
31/12/2023,Non Staff End Date,01/11/2022,NS-Central,Tenant Company,,CHRNS0717,0,Professional,Non Staff,NS-Central,NS-External Organisations,NS-Lampada,NS-Lampada,
31/12/2023,Resigned,15/11/2016,Deputy Vice-Chancellor,Postgraduate Programmes Officer,HU07,CHR15605,1,Professional,Continuing,Deputy Vice-Chancellor,Faculty of Health Sciences,Hull York Medical School,Hull York Medical School,39347
31/12/2023,Contract Expired,03/10/2022,Deputy Vice-Chancellor,Interim Head of School,HU10,CHR17015,1,Academic,Fixed Term,Deputy Vice-Chancellor,Faculty of Science and Engineering,School of Natural Sciences,Biological Science,120349
31/12/2023,Contract Expired,27/01/2020,Research and Enterprise,Post Doctoral Research Assistant,HU07,CHR10953,0.5,Academic,Fixed Term,Research and Enterprise,Institutes,Energy and Environmental Institute,Energy and Environment Institute,42978
31/12/2023,Contract Expired,20/03/2023,Chief Financial Officer,Student Insight and Sector Policy Manager,HU07,CHR16950,1,Professional,Temporary,Chief Financial Officer,Strategy and Insight Directorate,Strategy and Insight Directorate,Student Insight,38205
31/12/2023,Non Staff End Date,01/01/2021,NS-Deputy Vice-Chancellor,Honorary Research Fellow,,CHRNS1016,0,Professional,Non Staff,NS-Deputy Vice-Chancellor,NS-Faculty of Arts Cultures and Education,NS-School of Humanities,NS-History,
31/12/2023,Retired,01/01/2021,Deputy Vice-Chancellor,Professor,V01,CHR12889,0.6,Academic,Continuing,Deputy Vice-Chancellor,Faculty of Health Sciences,Hull York Medical School,Centre for Clinical Sciences,126281
31/12/2023,Voluntary Redundancy,23/02/2004,Chief Financial Officer,Management Accountant,HU06,CHR10882,1,Professional,Continuing,Chief Financial Officer,Finance Directorate,Finance Directorate,Finance Office,37099
31/12/2023,Contract Expired,15/02/2023,Deputy Vice-Chancellor,Research Assistant,HU06,CHR20154,1,Academic,Fixed Term,Deputy Vice-Chancellor,Faculty of Science and Engineering,School of Computer Science,Computer Science,32982
31/12/2023,Contract Expired,01/01/2022,Deputy Vice-Chancellor,Research Fellow,HU08,CHR14638,1,Academic,Fixed Term,Deputy Vice-Chancellor,Faculty of Science and Engineering,School of Natural Sciences,Biological Science,54395
31/12/2023,Contract Expired,01/07/2021,Deputy Vice-Chancellor,Post Doctoral Research Assistant,HU07,CHR13843,1,Academic,Fixed Term,Deputy Vice-Chancellor,Faculty of Health Sciences,Hull York Medical School,Centre for Biomedicine,40521
31/12/2023,Retired,10/01/2000,Chief Operating Officer,School Curriculum Administrator,HU04,CHR22300,0.82,Professional,Continuing,Chief Operating Officer,Faculty Services,FBLP Services,FBLP Services,25742
